18402.563, 1.0586, 0.0829
18402.497, 1.1038, 0.0862
18404.632, 0.9985, 0.0790
18406.769, 0.9584, 0.0796
18408.904, 1.0639, 0.0767
18411.041, 0.9295, 0.0768
18413.176, 0.9943, 0.0839
18415.309, 1.1920, 0.0888
18417.448, 1.1101, 0.0834
18419.583, 1.2813, 0.0866
18421.716, 1.1088, 0.0816
18423.853, 1.0558, 0.0812
18425.988, 1.1056, 0.0836
18428.123, 1.0632, 0.0893
18430.260, 1.1262, 0.0915
18432.395, 0.9291, 0.0795
18434.528, 1.0702, 0.0830
18436.667, 0.9736, 0.0754
18438.802, 1.0409, 0.0819
18440.937, 1.0553, 0.0841
18443.072, 1.2482, 0.0907
18445.207, 1.2344, 0.0929
18447.344, 1.1187, 0.0828
18449.479, 1.0236, 0.0848
18451.614, 0.9780, 0.0782
18453.749, 0.8246, 0.0657
18455.886, 1.0466, 0.0797
18458.021, 1.0366, 0.0745
18460.156, 0.9815, 0.0789
18462.291, 0.9357, 0.0687
18464.426, 0.9811, 0.0824
18466.562, 1.0728, 0.0830
18468.697, 0.9695, 0.0760
18470.832, 0.9152, 0.0812
18472.967, 1.0670, 0.0767
18475.104, 0.9599, 0.0740
18477.239, 0.8917, 0.0751
18479.374, 1.0665, 0.0787
18481.509, 0.8654, 0.0733
18483.648, 0.8729, 0.0678
18485.781, 1.0320, 0.0835
18487.916, 1.1617, 0.0905
18490.051, 1.0444, 0.0868
18492.186, 1.0239, 0.0782
18494.323, 0.9490, 0.0741
18496.460, 1.0421, 0.0822
18498.593, 0.9611, 0.0797
18500.728, 0.8741, 0.0740
18502.863, 0.9808, 0.0738
18505.000, 1.0559, 0.0783
18507.135, 1.0370, 0.0754
18509.272, 1.0332, 0.0766
18511.405, 1.1010, 0.0767
18513.544, 1.2235, 0.0920
18515.677, 1.0576, 0.0873
18517.812, 1.0975, 0.0886
18519.949, 1.0773, 0.0785
18522.085, 1.1402, 0.0855
18524.219, 1.1634, 0.0942
18526.355, 1.2295, 0.0888
18528.489, 1.0516, 0.0791
18530.624, 0.9447, 0.0799
18532.762, 1.0946, 0.0866
18534.897, 1.0244, 0.0751
18537.031, 0.9851, 0.0829
18539.167, 1.1434, 0.0877
18541.301, 0.9920, 0.0783
18543.439, 0.9166, 0.0745
18545.574, 0.9291, 0.0861
18547.709, 0.8901, 0.0706
18549.844, 0.9189, 0.0781
18551.981, 0.9728, 0.0765
18554.114, 1.0819, 0.0865
18556.251, 1.0647, 0.0821
18558.386, 1.0761, 0.0827
18560.523, 1.1308, 0.0814
18562.658, 0.9348, 0.0750
18564.793, 0.9083, 0.0738
18566.926, 0.9622, 0.0752
18569.063, 1.0466, 0.0780
18571.200, 0.9581, 0.0766
18573.335, 0.8952, 0.0715
18575.470, 1.0299, 0.0762
18577.605, 0.9334, 0.0676
18579.742, 0.9224, 0.0676
18581.877, 1.0027, 0.0721
18584.012, 0.9454, 0.0731
18586.147, 0.9451, 0.0694
18588.282, 0.9503, 0.0717
18590.419, 0.9795, 0.0832
18592.554, 1.0304, 0.0763
18594.689, 1.0785, 0.0796
18596.824, 0.9624, 0.0693
18598.960, 0.9415, 0.0713
18601.095, 0.8897, 0.0696
18603.230, 1.0096, 0.0715
18605.365, 1.0145, 0.0757
18607.500, 0.8608, 0.0714
18609.637, 0.9696, 0.0700
18611.772, 0.8896, 0.0697
18613.907, 0.9389, 0.0723
18616.044, 1.0307, 0.0802
18618.179, 0.8058, 0.0687
18620.314, 0.9847, 0.0743
18622.451, 0.9324, 0.0714
18624.584, 0.9194, 0.0718
18626.719, 0.9254, 0.0761
18628.858, 0.9601, 0.0746
18630.991, 0.9214, 0.0750
18633.126, 0.9605, 0.0712
18635.263, 0.9046, 0.0769
18637.398, 0.9086, 0.0760
18639.533, 0.9470, 0.0795
18641.670, 0.9371, 0.0756
18643.803, 0.9477, 0.0777
18645.942, 0.5093, 0.0654
18648.077, 0.5110, 0.0758
18650.210, 0.5490, 0.0732
18652.347, 1.0000, 0.0693
18654.482, 0.9535, 0.0721
18656.617, 1.0020, 0.0779
18658.754, 1.0127, 0.0812
18660.889, 0.9005, 0.0797
